ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000401	VITAMINICO	"63,00"	"315,00"	"346,50"	"3,25"	"75,00"	30/09/2025	"315,00"	"100,00"
000715	MOJITO FRESA SIN	"27,00"	"146,05"	"160,65"	"1,51"	"76,50"	27/09/2025	"146,05"	"100,00"
000740	MOJITO FRESA	"26,00"	"200,91"	"221,00"	"2,07"	"78,58"	28/09/2025	"200,91"	"100,00"
000741	DAIKIRI FRESA SIN	"17,00"	"91,95"	"101,15"	"0,95"	"79,52"	30/09/2025	"91,95"	"100,00"
000742	VIRGIN MARY	"6,00"	"30,00"	"33,00"	"0,31"	"79,83"	25/09/2025	"30,00"	"100,00"
000776	ZUMO NARANJA NATURAL GRANDE	"133,00"	"507,82"	"558,60"	"5,24"	"85,07"	30/09/2025	"507,82"	"100,00"
000778	PUESTA DE SOL	"44,00"	"220,00"	"242,00"	"2,27"	"87,34"	30/09/2025	"220,00"	"100,00"
000783	DETOX	"13,00"	"76,82"	"84,50"	"0,79"	"88,14"	30/09/2025	"76,82"	"100,00"
000785	CAIPIRIÑA DE FRESA	"4,00"	"30,91"	"34,00"	"0,32"	"88,45"	26/09/2025	"30,91"	"100,00"
000807	LIMONADA 100%	"62,00"	"236,73"	"260,40"	"2,44"	"90,90"	30/09/2025	"236,73"	"100,00"
001177	ZUMO DE TEMPORADA	"10,00"	"50,00"	"55,00"	"0,52"	"91,41"	28/09/2025	"50,00"	"100,00"
001178	BATIDO DE CHOCOLATE	"8,00"	"42,18"	"46,40"	"0,44"	"91,85"	28/09/2025	"42,18"	"100,00"
001269	BATIDO DE VAINILLA	"13,00"	"68,55"	"75,40"	"0,71"	"92,55"	30/09/2025	"68,55"	"100,00"
001270	BATIDO DE FRESA	"13,00"	"68,55"	"75,40"	"0,71"	"93,26"	28/09/2025	"68,55"	"100,00"
001271	BATIDO DE TURRON	"7,00"	"36,91"	"40,60"	"0,38"	"93,64"	30/09/2025	"36,91"	"100,00"
001273	ESPRESSO MARTINI	"21,00"	"132,68"	"145,95"	"1,37"	"95,01"	27/09/2025	"132,68"	"100,00"
001274	WHITE RUSSIAN	"9,00"	"56,86"	"62,55"	"0,59"	"95,60"	22/09/2025	"56,86"	"100,00"
001275	ORANGE	"4,00"	"23,64"	"26,00"	"0,24"	"95,84"	30/09/2025	"23,64"	"100,00"
001277	AFRODISIACO	"6,00"	"37,91"	"41,70"	"0,39"	"96,23"	29/09/2025	"37,91"	"100,00"
001286	nata	"7,00"	"3,18"	"3,50"	"0,03"	"96,27"	21/09/2025	"3,18"	"100,00"
001830	PIÑA COLADA SIN	"48,00"	"259,64"	"285,60"	"2,68"	"98,94"	30/09/2025	"259,64"	"100,00"
001885	Negroni	"15,00"	"102,27"	"112,50"	"1,06"	"100,00"	27/09/2025	"102,27"	"100,00"
	RON								
000408	CACIQUE	"7,00"	"47,73"	"52,50"	"5,72"	"5,72"	28/09/2025	"47,73"	"100,00"
000411	BARCELO AÑEJO	"48,00"	"348,27"	"383,10"	"41,74"	"47,46"	29/09/2025	"348,27"	"100,00"
000413	BARCELO IMPERIAL	"1,00"	"9,05"	"9,95"	"1,08"	"48,55"	17/09/2025	"9,05"	"100,00"
000414	PAMPERO ESPECIAL	"8,00"	"50,91"	"56,00"	"6,10"	"54,65"	28/09/2025	"50,91"	"100,00"
000417	BRUGAL	"14,00"	"95,45"	"105,00"	"11,44"	"66,09"	30/09/2025	"95,45"	"100,00"
000419	SANTA TERESA AÑEJO	"4,00"	"25,27"	"27,80"	"3,03"	"69,12"	27/09/2025	"25,27"	"100,00"
000437	ZACAPA 23	"4,00"	"49,09"	"54,00"	"5,88"	"75,00"	27/09/2025	"49,09"	"100,00"
000446	BACARDI	"7,00"	"47,73"	"52,50"	"5,72"	"80,72"	27/09/2025	"47,73"	"100,00"
000453	LEGENDARIO ELIXIR (7)	"15,00"	"109,09"	"120,00"	"13,07"	"93,79"	30/09/2025	"109,09"	"100,00"
000466	AREHUCAS	"4,00"	"23,64"	"26,00"	"2,83"	"96,63"	04/09/2025	"23,64"	"100,00"
000477	MATUSALEN 7	"1,00"	"7,73"	"8,50"	"0,93"	"97,55"	13/09/2025	"7,73"	"100,00"
000652	BRUGAL 1888 	"1,00"	"11,77"	"12,95"	"1,41"	"98,96"	27/09/2025	"11,77"	"100,00"
000843	BOTELLA BARCELO	"6,75"	"0,00"	"0,00"	"0,00"	"98,96"	29/09/2025	"0,00"	"0,00"
001044	BOTELLA BARCELO IMPERIAL	"0,00"	"0,00"	"0,00"	"0,00"	"98,96"	17/09/2025	"0,00"	"0,00"
001686	HAVANA 7 AÑOS	"1,00"	"8,64"	"9,50"	"1,04"	"100,00"	03/09/2025	"8,64"	"100,00"
	GINEBRAS								
000506	BOMBAY SAPPHIRE	"30,00"	"233,18"	"256,50"	"6,71"	"6,71"	28/09/2025	"233,18"	"100,00"
000508	TANQUERAY	"74,00"	"504,55"	"555,00"	"14,51"	"21,22"	30/09/2025	"504,55"	"100,00"
000509	LARIOS	"66,00"	"420,00"	"462,00"	"12,08"	"33,31"	30/09/2025	"420,00"	"100,00"
000514	HENDRICKS	"13,00"	"124,09"	"136,50"	"3,57"	"36,88"	27/09/2025	"124,09"	"100,00"
000515	NORDES	"12,00"	"104,09"	"114,50"	"2,99"	"39,87"	26/09/2025	"104,09"	"100,00"
000516	LARIOS 12	"41,00"	"279,55"	"307,50"	"8,04"	"47,91"	29/09/2025	"279,55"	"100,00"
000522	MARTIN MILLERS	"41,00"	"358,18"	"394,00"	"10,30"	"58,22"	30/09/2025	"358,18"	"100,00"
000595	BROCKMANS	"4,00"	"38,64"	"42,50"	"1,11"	"59,33"	27/09/2025	"38,64"	"100,00"
000606	BULL DOG	"6,00"	"43,36"	"47,70"	"1,25"	"60,57"	28/09/2025	"43,36"	"100,00"
000836	Botella Larios 12	"0,10"	"0,00"	"0,00"	"0,00"	"60,57"	29/09/2025	"0,00"	"0,00"
001202	LARIOS ROSE	"17,00"	"115,91"	"127,50"	"3,33"	"63,91"	27/09/2025	"115,91"	"100,00"
001608	ROKU	"2,00"	"16,36"	"18,00"	"0,47"	"64,38"	28/09/2025	"16,36"	"100,00"
001682	BEEFETER	"89,00"	"606,82"	"667,50"	"17,46"	"81,84"	28/09/2025	"606,82"	"100,00"
001683	SEAGRANS	"74,00"	"505,00"	"555,50"	"14,53"	"96,36"	29/09/2025	"505,00"	"100,00"
001775	"SEAGRAMS 0,0"	"20,00"	"126,36"	"139,00"	"3,64"	"100,00"	29/09/2025	"126,36"	"100,00"
	HONESTIDAD								
001287	COMBINADOS HONEST.	"26,00"	"108,73"	"119,60"	"42,31"	"42,31"	25/09/2025	"108,73"	"100,00"
001288	CERVEZA HONEST.	"59,00"	"104,59"	"115,05"	"40,70"	"83,02"	30/09/2025	"104,59"	"100,00"
001289	HONEST. REFRES./ ZUMOS /AGUA	"32,00"	"43,64"	"48,00"	"16,98"	"100,00"	30/09/2025	"43,64"	"100,00"
	TIENDA								
001356	CAFÉ DE COLOMBIA 250gr	"1,00"	"7,27"	"8,00"	"7,11"	"7,11"	08/09/2025	"7,27"	"100,00"
001362	CAFE DE LA CHANCLA 250gr	"2,00"	"14,55"	"16,00"	"14,23"	"21,34"	30/09/2025	"14,55"	"100,00"
001363	TE GAMA MEDIA	"1,00"	"4,09"	"4,50"	"4,00"	"25,33"	24/09/2025	"4,09"	"100,00"
001405	CAFE DE BRASIL 1kg	"1,00"	"25,45"	"28,00"	"24,89"	"50,22"	02/09/2025	"25,45"	"100,00"
001413	CAFE DE LA CHANCLA 1kg	"2,00"	"50,91"	"56,00"	"49,78"	"100,00"	25/09/2025	"50,91"	"100,00"
	SUGERENCIAS								
000822	VARIOS	"26,00"	"408,41"	"449,25"	"100,00"	"100,00"	28/09/2025	"408,41"	"100,00"
	Sin Familias								
001937	cortado doble	"7,00"	"0,00"	"0,00"	"0,00"	"0,00"	19/09/2025	"0,00"	"0,00"
001944	Negro	"12,00"	"0,00"	"0,00"	"0,00"	"0,00"	26/09/2025	"0,00"	"0,00"
001952	"Piña, Jengibre..."	"12,00"	"0,00"	"0,00"	"0,00"	"0,00"	25/09/2025	"0,00"	"0,00"
	Sin Familias								
001921	Palo Cortado	"3,00"	"23,18"	"25,50"	"100,00"	"100,00"	25/09/2025	"23,18"	"100,00"
