ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
001885	Negroni	"2,00"	"13,64"	"15,00"	"0,12"	"100,00"	28/05/2025	"13,64"	"100,00"
	RON								
000408	CACIQUE	"9,00"	"60,45"	"66,50"	"3,92"	"3,92"	24/05/2025	"60,45"	"100,00"
000411	BARCELO AÑEJO	"97,00"	"689,32"	"758,25"	"44,74"	"48,66"	31/05/2025	"689,32"	"100,00"
000414	PAMPERO ESPECIAL	"1,00"	"6,36"	"7,00"	"0,41"	"49,07"	06/05/2025	"6,36"	"100,00"
000415	PAMPERO ANIVERSARIO	"2,00"	"11,82"	"13,00"	"0,77"	"49,84"	03/05/2025	"11,82"	"100,00"
000417	BRUGAL	"37,00"	"241,82"	"266,00"	"15,69"	"65,54"	31/05/2025	"241,82"	"100,00"
000419	SANTA TERESA AÑEJO	"11,00"	"69,50"	"76,45"	"4,51"	"70,05"	31/05/2025	"69,50"	"100,00"
000421	CAPITAN MORGAN	"2,00"	"13,18"	"14,50"	"0,86"	"70,90"	24/05/2025	"13,18"	"100,00"
000437	ZACAPA 23	"4,00"	"51,32"	"56,45"	"3,33"	"74,23"	31/05/2025	"51,32"	"100,00"
000446	BACARDI	"6,00"	"39,41"	"43,35"	"2,56"	"76,79"	26/05/2025	"39,41"	"100,00"
000449	MATUSALEN 15	"1,00"	"8,14"	"8,95"	"0,53"	"77,32"	04/05/2025	"8,14"	"100,00"
000453	LEGENDARIO ELIXIR (7)	"33,00"	"240,00"	"264,00"	"15,58"	"92,90"	31/05/2025	"240,00"	"100,00"
000466	AREHUCAS	"5,00"	"29,55"	"32,50"	"1,92"	"94,81"	24/05/2025	"29,55"	"100,00"
000477	MATUSALEN 7	"5,00"	"38,14"	"41,95"	"2,48"	"97,29"	27/05/2025	"38,14"	"100,00"
000843	BOTELLA BARCELO	"12,63"	"0,00"	"0,00"	"0,00"	"97,29"	31/05/2025	"0,00"	"0,00"
001686	HAVANA 7 AÑOS	"3,00"	"25,41"	"27,95"	"1,65"	"98,94"	23/05/2025	"25,41"	"100,00"
001853	Dos Maderas 5+3	"1,00"	"6,82"	"7,50"	"0,44"	"99,38"	20/05/2025	"6,82"	"100,00"
001854	Dos maderas 5+5	"1,00"	"9,55"	"10,50"	"0,62"	"100,00"	11/05/2025	"9,55"	"100,00"
	GINEBRAS								
000506	BOMBAY SAPPHIRE	"38,00"	"290,00"	"319,00"	"6,53"	"6,53"	31/05/2025	"290,00"	"100,00"
000508	TANQUERAY	"72,00"	"479,55"	"527,50"	"10,79"	"17,32"	31/05/2025	"479,55"	"100,00"
000509	LARIOS	"100,00"	"611,36"	"672,50"	"13,76"	"31,08"	31/05/2025	"611,36"	"100,00"
000514	HENDRICKS	"26,00"	"241,68"	"265,85"	"5,44"	"36,52"	29/05/2025	"241,68"	"100,00"
000515	NORDES	"12,00"	"102,59"	"112,85"	"2,31"	"38,83"	31/05/2025	"102,59"	"100,00"
000516	LARIOS 12	"75,00"	"498,64"	"548,50"	"11,22"	"50,05"	31/05/2025	"498,64"	"100,00"
000518	G´VINE	"8,00"	"78,86"	"86,75"	"1,77"	"51,83"	12/05/2025	"78,86"	"100,00"
000519	MOMBASA	"5,00"	"41,18"	"45,30"	"0,93"	"52,76"	24/05/2025	"41,18"	"100,00"
000522	MARTIN MILLERS	"42,00"	"350,64"	"385,70"	"7,89"	"60,65"	31/05/2025	"350,64"	"100,00"
000595	BROCKMANS	"8,00"	"74,36"	"81,80"	"1,67"	"62,32"	26/05/2025	"74,36"	"100,00"
000606	BULL DOG	"1,00"	"7,23"	"7,95"	"0,16"	"62,48"	24/05/2025	"7,23"	"100,00"
000836	Botella Larios 12	"0,19"	"0,00"	"0,00"	"0,00"	"62,48"	31/05/2025	"0,00"	"0,00"
001202	LARIOS ROSE	"27,00"	"179,55"	"197,50"	"4,04"	"66,53"	31/05/2025	"179,55"	"100,00"
001682	BEEFETER	"115,00"	"762,73"	"839,00"	"17,17"	"83,69"	31/05/2025	"762,73"	"100,00"
001683	SEAGRANS	"97,00"	"655,00"	"720,50"	"14,74"	"98,44"	31/05/2025	"655,00"	"100,00"
001775	"SEAGRAMS 0,0"	"11,00"	"69,50"	"76,45"	"1,56"	"100,00"	31/05/2025	"69,50"	"100,00"
	HONESTIDAD								
001287	COMBINADOS HONEST.	"18,00"	"75,27"	"82,80"	"27,11"	"27,11"	25/05/2025	"75,27"	"100,00"
001288	CERVEZA HONEST.	"88,00"	"156,00"	"171,60"	"56,19"	"83,30"	31/05/2025	"156,00"	"100,00"
001289	HONEST. REFRES./ ZUMOS /AGUA	"34,00"	"46,36"	"51,00"	"16,70"	"100,00"	31/05/2025	"46,36"	"100,00"
	TIENDA								
001355	CAFE DE BRASIL 250gr	"3,00"	"21,82"	"24,00"	"19,36"	"19,36"	14/05/2025	"21,82"	"100,00"
001356	CAFÉ DE COLOMBIA 250gr	"3,00"	"21,82"	"24,00"	"19,36"	"38,71"	21/05/2025	"21,82"	"100,00"
001359	CAFE DE NICARAGUA 250gr	"4,00"	"29,09"	"32,00"	"25,81"	"64,52"	14/05/2025	"29,09"	"100,00"
001362	CAFE DE LA CHANCLA 250gr	"2,00"	"14,55"	"16,00"	"12,91"	"77,42"	22/05/2025	"14,55"	"100,00"
001406	CAFE DE COLOMBIA 1kg	"1,00"	"25,45"	"28,00"	"22,58"	"100,00"	29/05/2025	"25,45"	"100,00"
	SUGERENCIAS								
000822	VARIOS	"37,00"	"331,55"	"364,71"	"100,00"	"100,00"	30/05/2025	"331,55"	"100,00"
