ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000398	COCKTAIL DE CAVA	"1,00"	"9,05"	"9,95"	"0,07"	"73,02"	15/06/2025	"9,05"	"100,00"
000399	FLY ME TO THE MOON	"15,00"	"115,91"	"127,50"	"0,90"	"73,92"	28/06/2025	"115,91"	"100,00"
000400	TOM COLLINS	"6,00"	"46,36"	"51,00"	"0,36"	"74,28"	29/06/2025	"46,36"	"100,00"
000401	VITAMINICO	"50,00"	"245,00"	"269,50"	"1,90"	"76,17"	30/06/2025	"245,00"	"100,00"
000715	MOJITO FRESA SIN	"53,00"	"286,68"	"315,35"	"2,22"	"78,39"	30/06/2025	"286,68"	"100,00"
000740	MOJITO FRESA	"45,00"	"347,73"	"382,50"	"2,69"	"81,09"	29/06/2025	"347,73"	"100,00"
000741	DAIKIRI FRESA SIN	"25,00"	"135,23"	"148,75"	"1,05"	"82,13"	29/06/2025	"135,23"	"100,00"
000742	VIRGIN MARY	"5,00"	"25,00"	"27,50"	"0,19"	"82,33"	28/06/2025	"25,00"	"100,00"
000776	ZUMO NARANJA NATURAL GRANDE	"132,00"	"500,18"	"550,20"	"3,87"	"86,20"	30/06/2025	"500,18"	"100,00"
000778	PUESTA DE SOL	"39,00"	"195,00"	"214,50"	"1,51"	"87,71"	30/06/2025	"195,00"	"100,00"
000783	DETOX	"14,00"	"82,73"	"91,00"	"0,64"	"88,35"	30/06/2025	"82,73"	"100,00"
000784	CAIPIROSKA	"2,00"	"11,27"	"12,40"	"0,09"	"88,44"	28/06/2025	"11,27"	"100,00"
000785	CAIPIRIÑA DE FRESA	"6,00"	"46,36"	"51,00"	"0,36"	"88,80"	29/06/2025	"46,36"	"100,00"
000807	LIMONADA 100%	"79,00"	"301,64"	"331,80"	"2,34"	"91,13"	30/06/2025	"301,64"	"100,00"
001177	ZUMO DE TEMPORADA	"16,00"	"80,00"	"88,00"	"0,62"	"91,75"	26/06/2025	"80,00"	"100,00"
001178	BATIDO DE CHOCOLATE	"11,00"	"58,00"	"63,80"	"0,45"	"92,20"	29/06/2025	"58,00"	"100,00"
001269	BATIDO DE VAINILLA	"21,00"	"110,73"	"121,80"	"0,86"	"93,06"	29/06/2025	"110,73"	"100,00"
001270	BATIDO DE FRESA	"15,00"	"79,09"	"87,00"	"0,61"	"93,67"	30/06/2025	"79,09"	"100,00"
001271	BATIDO DE TURRON	"7,00"	"36,91"	"40,60"	"0,29"	"93,96"	29/06/2025	"36,91"	"100,00"
001273	ESPRESSO MARTINI	"29,00"	"183,23"	"201,55"	"1,42"	"95,37"	28/06/2025	"183,23"	"100,00"
001274	WHITE RUSSIAN	"4,00"	"25,27"	"27,80"	"0,20"	"95,57"	28/06/2025	"25,27"	"100,00"
001275	ORANGE	"3,00"	"17,73"	"19,50"	"0,14"	"95,71"	12/06/2025	"17,73"	"100,00"
001277	AFRODISIACO	"4,00"	"25,27"	"27,80"	"0,20"	"95,90"	13/06/2025	"25,27"	"100,00"
001286	nata	"8,00"	"3,64"	"4,00"	"0,03"	"95,93"	29/06/2025	"3,64"	"100,00"
001564	Aguacate	"1,00"	"0,00"	"0,00"	"0,00"	"95,93"	10/06/2025	"0,00"	"0,00"
001830	PIÑA COLADA SIN	"78,00"	"421,91"	"464,10"	"3,27"	"99,20"	30/06/2025	"421,91"	"100,00"
001885	Negroni	"11,00"	"75,00"	"82,50"	"0,58"	"99,78"	29/06/2025	"75,00"	"100,00"
001924	Crodino	"7,00"	"28,64"	"31,50"	"0,22"	"100,00"	21/06/2025	"28,64"	"100,00"
001926	croqueta aperol	"41,00"	"0,00"	"0,00"	"0,00"	"100,00"	28/06/2025	"0,00"	"0,00"
	RON								
000408	CACIQUE	"8,00"	"54,55"	"60,00"	"3,16"	"3,16"	30/06/2025	"54,55"	"100,00"
000411	BARCELO AÑEJO	"104,00"	"754,36"	"829,80"	"43,68"	"46,84"	29/06/2025	"754,36"	"100,00"
000413	BARCELO IMPERIAL	"7,00"	"63,32"	"69,65"	"3,67"	"50,50"	27/06/2025	"63,32"	"100,00"
000414	PAMPERO ESPECIAL	"1,00"	"6,36"	"7,00"	"0,37"	"50,87"	21/06/2025	"6,36"	"100,00"
000417	BRUGAL	"29,00"	"197,73"	"217,50"	"11,45"	"62,32"	28/06/2025	"197,73"	"100,00"
000419	SANTA TERESA AÑEJO	"14,00"	"88,45"	"97,30"	"5,12"	"67,44"	20/06/2025	"88,45"	"100,00"
000421	CAPITAN MORGAN	"3,00"	"20,45"	"22,50"	"1,18"	"68,63"	22/06/2025	"20,45"	"100,00"
000437	ZACAPA 23	"4,00"	"49,09"	"54,00"	"2,84"	"71,47"	10/06/2025	"49,09"	"100,00"
000438	BACARDI 8	"0,00"	"0,00"	"0,00"	"0,00"	"71,47"	14/06/2025	"0,00"	"0,00"
000446	BACARDI	"13,00"	"88,64"	"97,50"	"5,13"	"76,60"	29/06/2025	"88,64"	"100,00"
000449	MATUSALEN 15	"1,00"	"8,64"	"9,50"	"0,50"	"77,10"	14/06/2025	"8,64"	"100,00"
000453	LEGENDARIO ELIXIR (7)	"32,00"	"232,73"	"256,00"	"13,48"	"90,58"	29/06/2025	"232,73"	"100,00"
000466	AREHUCAS	"1,00"	"5,91"	"6,50"	"0,34"	"90,92"	14/06/2025	"5,91"	"100,00"
000477	MATUSALEN 7	"9,00"	"69,55"	"76,50"	"4,03"	"94,95"	09/06/2025	"69,55"	"100,00"
000843	BOTELLA BARCELO	"13,88"	"0,00"	"0,00"	"0,00"	"94,95"	29/06/2025	"0,00"	"0,00"
001044	BOTELLA BARCELO IMPERIAL	"0,02"	"0,00"	"0,00"	"0,00"	"94,95"	28/06/2025	"0,00"	"0,00"
001686	HAVANA 7 AÑOS	"9,00"	"77,73"	"85,50"	"4,50"	"99,45"	18/06/2025	"77,73"	"100,00"
001854	Dos maderas 5+5	"1,00"	"9,55"	"10,50"	"0,55"	"100,00"	13/06/2025	"9,55"	"100,00"
	GINEBRAS								
000506	BOMBAY SAPPHIRE	"16,00"	"124,09"	"136,50"	"2,85"	"2,85"	30/06/2025	"124,09"	"100,00"
000508	TANQUERAY	"66,00"	"451,82"	"497,00"	"10,38"	"13,23"	29/06/2025	"451,82"	"100,00"
000509	LARIOS	"72,00"	"458,64"	"504,50"	"10,53"	"23,76"	29/06/2025	"458,64"	"100,00"
000514	HENDRICKS	"21,00"	"201,82"	"222,00"	"4,64"	"28,39"	30/06/2025	"201,82"	"100,00"
000515	NORDES	"21,00"	"182,27"	"200,50"	"4,19"	"32,58"	28/06/2025	"182,27"	"100,00"
000516	LARIOS 12	"113,00"	"771,36"	"848,50"	"17,72"	"50,30"	30/06/2025	"771,36"	"100,00"
000519	MOMBASA	"1,00"	"8,64"	"9,50"	"0,20"	"50,49"	14/06/2025	"8,64"	"100,00"
000522	MARTIN MILLERS	"20,00"	"173,18"	"190,50"	"3,98"	"54,47"	23/06/2025	"173,18"	"100,00"
000595	BROCKMANS	"8,00"	"77,73"	"85,50"	"1,79"	"56,26"	27/06/2025	"77,73"	"100,00"
000606	BULL DOG	"5,00"	"36,14"	"39,75"	"0,83"	"57,09"	26/06/2025	"36,14"	"100,00"
000625	MONKEY 47	"6,00"	"92,45"	"101,70"	"2,12"	"59,21"	29/06/2025	"92,45"	"100,00"
000836	Botella Larios 12	"0,28"	"0,00"	"0,00"	"0,00"	"59,21"	30/06/2025	"0,00"	"0,00"
001202	LARIOS ROSE	"26,00"	"177,27"	"195,00"	"4,07"	"63,28"	29/06/2025	"177,27"	"100,00"
001608	ROKU	"1,00"	"8,18"	"9,00"	"0,19"	"63,47"	25/06/2025	"8,18"	"100,00"
001682	BEEFETER	"109,00"	"745,00"	"819,50"	"17,11"	"80,58"	30/06/2025	"745,00"	"100,00"
001683	SEAGRANS	"109,00"	"744,09"	"818,50"	"17,09"	"97,67"	29/06/2025	"744,09"	"100,00"
001775	"SEAGRAMS 0,0"	"16,00"	"101,55"	"111,70"	"2,33"	"100,00"	28/06/2025	"101,55"	"100,00"
	HONESTIDAD								
001287	COMBINADOS HONEST.	"29,00"	"121,27"	"133,40"	"38,98"	"38,98"	28/06/2025	"121,27"	"100,00"
001288	CERVEZA HONEST.	"64,00"	"113,45"	"124,80"	"36,47"	"75,45"	30/06/2025	"113,45"	"100,00"
001289	HONEST. REFRES./ ZUMOS /AGUA	"57,00"	"76,36"	"84,00"	"24,55"	"100,00"	27/06/2025	"76,36"	"100,00"
	TIENDA								
001355	CAFE DE BRASIL 250gr	"3,00"	"21,82"	"24,00"	"17,65"	"17,65"	23/06/2025	"21,82"	"100,00"
001356	CAFÉ DE COLOMBIA 250gr	"6,00"	"43,64"	"48,00"	"35,29"	"52,94"	23/06/2025	"43,64"	"100,00"
001359	CAFE DE NICARAGUA 250gr	"2,00"	"14,55"	"16,00"	"11,77"	"64,71"	23/06/2025	"14,55"	"100,00"
001362	CAFE DE LA CHANCLA 250gr	"6,00"	"43,64"	"48,00"	"35,29"	"100,00"	23/06/2025	"43,64"	"100,00"
	SUGERENCIAS								
000822	VARIOS	"19,00"	"153,23"	"168,55"	"100,00"	"100,00"	27/06/2025	"153,23"	"100,00"
	Sin Familias								
001937	cortado doble	"1,00"	"0,00"	"0,00"	"0,00"	"0,00"	28/06/2025	"0,00"	"0,00"
