ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025	ABC de Ventas     Del 01/08/2025 al 31/08/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000399	FLY ME TO THE MOON	"21,00"	"162,27"	"178,50"	"1,07"	"74,08"	31/08/2025	"162,27"	"100,00"
000400	TOM COLLINS	"14,00"	"108,18"	"119,00"	"0,71"	"74,79"	31/08/2025	"108,18"	"100,00"
000401	VITAMINICO	"41,00"	"205,00"	"225,50"	"1,35"	"76,14"	31/08/2025	"205,00"	"100,00"
000715	MOJITO FRESA SIN	"39,00"	"210,95"	"232,05"	"1,39"	"77,53"	31/08/2025	"210,95"	"100,00"
000740	MOJITO FRESA	"68,00"	"525,45"	"578,00"	"3,45"	"80,98"	31/08/2025	"525,45"	"100,00"
000741	DAIKIRI FRESA SIN	"28,00"	"146,05"	"160,65"	"0,96"	"81,94"	30/08/2025	"146,05"	"100,00"
000742	VIRGIN MARY	"8,00"	"40,00"	"44,00"	"0,26"	"82,21"	20/08/2025	"40,00"	"100,00"
000776	ZUMO NARANJA NATURAL GRANDE	"145,00"	"553,64"	"609,00"	"3,64"	"85,84"	31/08/2025	"553,64"	"100,00"
000778	PUESTA DE SOL	"64,00"	"315,00"	"346,50"	"2,07"	"87,92"	31/08/2025	"315,00"	"100,00"
000783	DETOX	"18,00"	"100,45"	"110,50"	"0,66"	"88,58"	29/08/2025	"100,45"	"100,00"
000784	CAIPIROSKA	"4,00"	"22,55"	"24,80"	"0,15"	"88,72"	04/08/2025	"22,55"	"100,00"
000785	CAIPIRIÑA DE FRESA	"8,00"	"61,82"	"68,00"	"0,41"	"89,13"	31/08/2025	"61,82"	"100,00"
000807	LIMONADA 100%	"112,00"	"427,64"	"470,40"	"2,81"	"91,94"	31/08/2025	"427,64"	"100,00"
001177	ZUMO DE TEMPORADA	"26,00"	"130,00"	"143,00"	"0,85"	"92,80"	29/08/2025	"130,00"	"100,00"
001178	BATIDO DE CHOCOLATE	"20,00"	"105,45"	"116,00"	"0,69"	"93,49"	30/08/2025	"105,45"	"100,00"
001269	BATIDO DE VAINILLA	"19,00"	"100,18"	"110,20"	"0,66"	"94,15"	29/08/2025	"100,18"	"100,00"
001270	BATIDO DE FRESA	"11,00"	"58,00"	"63,80"	"0,38"	"94,53"	25/08/2025	"58,00"	"100,00"
001271	BATIDO DE TURRON	"10,00"	"52,73"	"58,00"	"0,35"	"94,88"	30/08/2025	"52,73"	"100,00"
001272	BATIDO VAINILLA ESPECIAL	"3,00"	"15,00"	"16,50"	"0,10"	"94,97"	11/08/2025	"15,00"	"100,00"
001273	ESPRESSO MARTINI	"28,00"	"176,91"	"194,60"	"1,16"	"96,14"	31/08/2025	"176,91"	"100,00"
001274	WHITE RUSSIAN	"6,00"	"37,91"	"41,70"	"0,25"	"96,39"	31/08/2025	"37,91"	"100,00"
001275	ORANGE	"2,00"	"11,82"	"13,00"	"0,08"	"96,46"	16/08/2025	"11,82"	"100,00"
001276	PASION DE COCO	"1,00"	"5,91"	"6,50"	"0,04"	"96,50"	07/08/2025	"5,91"	"100,00"
001277	AFRODISIACO	"2,00"	"12,64"	"13,90"	"0,08"	"96,59"	31/08/2025	"12,64"	"100,00"
001286	nata	"6,00"	"2,73"	"3,00"	"0,02"	"96,60"	26/08/2025	"2,73"	"100,00"
001574	Naranja	"5,00"	"0,00"	"0,00"	"0,00"	"96,60"	11/08/2025	"0,00"	"0,00"
001830	PIÑA COLADA SIN	"64,00"	"346,18"	"380,80"	"2,28"	"98,88"	31/08/2025	"346,18"	"100,00"
001885	Negroni	"19,00"	"129,55"	"142,50"	"0,85"	"99,73"	31/08/2025	"129,55"	"100,00"
001924	Crodino	"10,00"	"40,91"	"45,00"	"0,27"	"100,00"	31/08/2025	"40,91"	"100,00"
	RON								
000408	CACIQUE	"8,00"	"54,55"	"60,00"	"3,12"	"3,12"	25/08/2025	"54,55"	"100,00"
000409	CACIQUE 500	"1,00"	"8,64"	"9,50"	"0,49"	"3,61"	18/08/2025	"8,64"	"100,00"
000411	BARCELO AÑEJO	"127,00"	"922,91"	"1.015,20"	"52,77"	"56,38"	31/08/2025	"922,91"	"100,00"
000413	BARCELO IMPERIAL	"7,00"	"63,32"	"69,65"	"3,62"	"60,00"	16/08/2025	"63,32"	"100,00"
000415	PAMPERO ANIVERSARIO	"1,00"	"7,73"	"8,50"	"0,44"	"60,44"	01/08/2025	"7,73"	"100,00"
000417	BRUGAL	"28,00"	"190,91"	"210,00"	"10,92"	"71,36"	29/08/2025	"190,91"	"100,00"
000419	SANTA TERESA AÑEJO	"7,00"	"44,23"	"48,65"	"2,53"	"73,89"	25/08/2025	"44,23"	"100,00"
000421	CAPITAN MORGAN	"7,00"	"47,73"	"52,50"	"2,73"	"76,62"	23/08/2025	"47,73"	"100,00"
000437	ZACAPA 23	"8,00"	"98,18"	"108,00"	"5,61"	"82,23"	24/08/2025	"98,18"	"100,00"
000446	BACARDI	"3,00"	"20,45"	"22,50"	"1,17"	"83,40"	24/08/2025	"20,45"	"100,00"
000453	LEGENDARIO ELIXIR (7)	"14,00"	"101,82"	"112,00"	"5,82"	"89,22"	30/08/2025	"101,82"	"100,00"
000466	AREHUCAS	"3,00"	"17,73"	"19,50"	"1,01"	"90,24"	22/08/2025	"17,73"	"100,00"
000477	MATUSALEN 7	"4,00"	"30,91"	"34,00"	"1,77"	"92,00"	14/08/2025	"30,91"	"100,00"
000652	BRUGAL 1888 	"2,00"	"23,55"	"25,90"	"1,35"	"93,35"	24/08/2025	"23,55"	"100,00"
000843	BOTELLA BARCELO	"16,50"	"0,00"	"0,00"	"0,00"	"93,35"	31/08/2025	"0,00"	"0,00"
001044	BOTELLA BARCELO IMPERIAL	"0,02"	"0,00"	"0,00"	"0,00"	"93,35"	16/08/2025	"0,00"	"0,00"
001686	HAVANA 7 AÑOS	"5,00"	"41,77"	"45,95"	"2,39"	"95,74"	21/08/2025	"41,77"	"100,00"
001851	Brugal Doble Reserva	"4,00"	"30,91"	"34,00"	"1,77"	"97,50"	14/08/2025	"30,91"	"100,00"
001853	Dos Maderas 5+3	"5,00"	"34,09"	"37,50"	"1,95"	"99,45"	31/08/2025	"34,09"	"100,00"
001854	Dos maderas 5+5	"1,00"	"9,55"	"10,50"	"0,55"	"100,00"	07/08/2025	"9,55"	"100,00"
	GINEBRAS								
000506	BOMBAY SAPPHIRE	"23,00"	"179,55"	"197,50"	"3,93"	"3,93"	28/08/2025	"179,55"	"100,00"
000508	TANQUERAY	"58,00"	"397,27"	"437,00"	"8,69"	"12,62"	30/08/2025	"397,27"	"100,00"
000509	LARIOS	"102,00"	"650,00"	"715,00"	"14,22"	"26,84"	31/08/2025	"650,00"	"100,00"
000514	HENDRICKS	"14,00"	"135,45"	"149,00"	"2,96"	"29,80"	30/08/2025	"135,45"	"100,00"
000515	NORDES	"25,00"	"217,27"	"239,00"	"4,75"	"34,55"	31/08/2025	"217,27"	"100,00"
000516	LARIOS 12	"68,00"	"464,55"	"511,00"	"10,16"	"44,72"	30/08/2025	"464,55"	"100,00"
000518	G´VINE	"2,00"	"19,91"	"21,90"	"0,44"	"45,15"	13/08/2025	"19,91"	"100,00"
000522	MARTIN MILLERS	"28,00"	"242,27"	"266,50"	"5,30"	"50,45"	31/08/2025	"242,27"	"100,00"
000595	BROCKMANS	"8,00"	"76,82"	"84,50"	"1,68"	"52,13"	22/08/2025	"76,82"	"100,00"
000606	BULL DOG	"13,00"	"93,95"	"103,35"	"2,06"	"54,19"	18/08/2025	"93,95"	"100,00"
000625	MONKEY 47	"1,00"	"15,41"	"16,95"	"0,34"	"54,53"	14/08/2025	"15,41"	"100,00"
000836	Botella Larios 12	"0,17"	"0,00"	"0,00"	"0,00"	"54,53"	30/08/2025	"0,00"	"0,00"
001202	LARIOS ROSE	"34,00"	"231,82"	"255,00"	"5,07"	"59,60"	30/08/2025	"231,82"	"100,00"
001608	ROKU	"2,00"	"16,36"	"18,00"	"0,36"	"59,95"	16/08/2025	"16,36"	"100,00"
001682	BEEFETER	"132,00"	"902,73"	"993,00"	"19,75"	"79,70"	31/08/2025	"902,73"	"100,00"
001683	SEAGRANS	"123,00"	"839,09"	"923,00"	"18,36"	"98,06"	31/08/2025	"839,09"	"100,00"
001699	Gin Promo	"7,00"	"38,18"	"42,00"	"0,84"	"98,89"	31/08/2025	"38,18"	"100,00"
001775	"SEAGRAMS 0,0"	"8,00"	"50,55"	"55,60"	"1,11"	"100,00"	24/08/2025	"50,55"	"100,00"
	HONESTIDAD								
001287	COMBINADOS HONEST.	"19,00"	"79,45"	"87,40"	"36,81"	"36,81"	26/08/2025	"79,45"	"100,00"
001288	CERVEZA HONEST.	"30,00"	"53,18"	"58,50"	"24,64"	"61,46"	29/08/2025	"53,18"	"100,00"
001289	HONEST. REFRES./ ZUMOS /AGUA	"61,00"	"83,18"	"91,50"	"38,54"	"100,00"	31/08/2025	"83,18"	"100,00"
	TIENDA								
001355	CAFE DE BRASIL 250gr	"1,00"	"7,27"	"8,00"	"9,09"	"9,09"	30/08/2025	"7,27"	"100,00"
001356	CAFÉ DE COLOMBIA 250gr	"3,00"	"21,82"	"24,00"	"27,28"	"36,36"	30/08/2025	"21,82"	"100,00"
001361	CAFE DE MEXICO DESCAFEINADO 250gr	"1,00"	"7,27"	"8,00"	"9,09"	"45,45"	08/08/2025	"7,27"	"100,00"
001362	CAFE DE LA CHANCLA 250gr	"6,00"	"43,64"	"48,00"	"54,55"	"100,00"	30/08/2025	"43,64"	"100,00"
	SUGERENCIAS								
000822	VARIOS	"62,00"	"415,82"	"457,40"	"100,00"	"100,00"	30/08/2025	"415,82"	"100,00"
	Sin Familias								
001937	cortado doble	"8,00"	"0,00"	"0,00"	"0,00"	"0,00"	25/08/2025	"0,00"	"0,00"
001944	Negro	"7,00"	"0,00"	"0,00"	"0,00"	"0,00"	31/08/2025	"0,00"	"0,00"
001952	"Piña, Jengibre..."	"10,00"	"0,00"	"0,00"	"0,00"	"0,00"	26/08/2025	"0,00"	"0,00"
	Sin Familias								
001921	Palo Cortado	"2,00"	"15,45"	"17,00"	"82,62"	"82,62"	28/08/2025	"15,45"	"100,00"
001922	Manzanilla Trinidad	"1,00"	"3,25"	"3,58"	"17,38"	"100,00"	03/08/2025	"3,25"	"100,00"
