Código,Descripción,Unidades,Importe,Total,Importe,Total,I.I.,%,Venta,%,Acumu.,Fecha,Ult.Vta.,Beneficio,B.I.,%,Ben.
000753,AGUA,PARA,LLEVAR,0.50,L,"2.271,00","4.327,18","4.759,90","0,52","64,33",26/09/2025,"4.327,18","100,00"
000776,ZUMO,NARANJA,NATURAL,GRANDE,"1.151,00","4.270,14","4.697,15","0,52","64,85",26/09/2025,"4.270,14","100,00"
001235,VERDEO,COPA,"1.298,00","3.953,00","4.348,30","0,48","65,33",25/05/2025,"3.953,00","100,00"
000170,CAFÉ,CON,HIELO,"1.891,00","3.951,82","4.347,00","0,48","65,80",26/09/2025,"3.951,82","100,00"
001808,"MAHOU,0,0,TOSTADA","1.368,00","3.881,95","4.270,15","0,47","66,27",26/09/2025,"3.881,95","100,00"
000793,SANGRIA,JARRA,"907,00","3.866,45","4.678,40","0,47","66,74",26/09/2025,"3.866,45","100,00"
000148,ESPRESSO,"2.167,00","3.857,82","4.243,60","0,47","67,20",26/09/2025,"3.857,82","100,00"
000176,AMERICANO,"2.188,00","3.854,64","4.240,10","0,46","67,67",26/09/2025,"3.854,64","100,00"
000156,TÉ,"1.683,00","3.797,73","4.177,50","0,46","68,13",26/09/2025,"3.797,73","100,00"
000131,CORONITAS,"1.134,00","3.774,55","4.152,00","0,46","68,58",26/09/2025,"3.774,55","100,00"
000108,MENU,INFANTIL,"478,00","3.693,64","4.063,00","0,45","69,03",25/09/2025,"3.693,64","100,00"
000509,LARIOS,"594,00","3.680,45","4.048,50","0,44","69,47",23/09/2025,"3.680,45","100,00"
001864,"CAFE,,HIELO,Y,LECHE","1.562,00","3.679,27","4.047,20","0,44","69,92",26/09/2025,"3.679,27","100,00"
001489,MOLLETE,"2.692,00","3.651,82","4.017,00","0,44","70,36",26/09/2025,"3.651,82","100,00"
001505,ACEITE,"7.679,00","3.478,64","3.826,50","0,42","70,78",26/09/2025,"3.478,64","100,00"
001486,CROISSANT,"1.711,00","3.348,00","3.682,80","0,40","71,18",26/09/2025,"3.348,00","100,00"
001242,PIMIENTOS,DEL,PADRON,"521,00","3.291,77","3.620,95","0,40","71,58",25/09/2025,"3.291,77","100,00"
000508,TANQUERAY,"491,00","3.275,45","3.603,00","0,40","71,97",26/09/2025,"3.275,45","100,00"
000516,LARIOS,12,"484,00","3.234,55","3.558,00","0,39","72,36",25/09/2025,"3.234,55","100,00"
000792,SANGRIA,PEQUEÑA,"895,00","3.127,00","3.439,70","0,38","72,74",26/09/2025,"3.127,00","100,00"
000394,MARGARITA,"408,00","3.100,23","3.410,25","0,37","73,11",26/09/2025,"3.100,23","100,00"
000822,VARIOS,"328,00","3.043,68","3.348,05","0,37","73,48",26/09/2025,"3.043,68","100,00"
001816,SUG_5,13.95,"232,00","2.942,18","3.236,40","0,35","73,83",25/09/2025,"2.942,18","100,00"
001798,REBANÁ,"311,00","2.813,14","3.094,45","0,34","74,17",25/09/2025,"2.813,14","100,00"
001507,EMULSION,TOMATE,"5.987,00","2.706,36","2.977,00","0,33","74,50",26/09/2025,"2.706,36","100,00"
001504,AGUACATE,"3.322,00","2.687,73","2.956,50","0,32","74,82",26/09/2025,"2.687,73","100,00"
001819,SUG_8,16.95,"173,00","2.665,77","2.932,35","0,32","75,15",09/06/2025,"2.665,77","100,00"
001371,BROWNIE,CLASICO,"422,00","2.605,32","2.865,85","0,31","75,46",26/09/2025,"2.605,32","100,00"
001394,JARRA,TINTO,DE,VERANO,"690,00","2.600,82","2.860,90","0,31","75,77",25/09/2025,"2.600,82","100,00"
000740,MOJITO,FRESA,"336,00","2.561,36","2.817,50","0,31","76,08",25/09/2025,"2.561,36","100,00"
000395,DAIKIRI,DE,FRESA,"330,00","2.525,50","2.778,05","0,30","76,39",26/09/2025,"2.525,50","100,00"
001617,WOK,VEGANO,"271,00","2.495,91","2.745,50","0,30","76,69",26/09/2025,"2.495,91","100,00"
000242,JUVE,Y,CAMPS,COPA,"694,00","2.484,91","2.733,40","0,30","76,99",26/09/2025,"2.484,91","100,00"
001794,ESPRESO,DOBLE,"1.153,00","2.464,36","2.710,80","0,30","77,29",26/09/2025,"2.464,36","100,00"
000171,CORTADO,"1.347,00","2.461,36","2.707,50","0,30","77,58",26/09/2025,"2.461,36","100,00"
001832,SUG_9,17.95,"148,00","2.415,09","2.656,60","0,29","77,87",26/09/2025,"2.415,09","100,00"
000111,PETIT,FOIE,"305,00","2.404,32","2.644,75","0,29","78,16",25/09/2025,"2.404,32","100,00"
001815,SUG_4,12.95,"201,00","2.367,23","2.603,95","0,29","78,45",24/09/2025,"2.367,23","100,00"
000380,ANTIOXIDANTE,"459,00","2.332,27","2.565,50","0,28","78,73",26/09/2025,"2.332,27","100,00"
000631,PACK,MAHOU,"295,00","2.261,05","2.487,15","0,27","79,00",26/09/2025,"2.261,05","100,00"
001787,BOWL,DE,FRUTA,"517,00","2.236,50","2.460,15","0,27","79,27",26/09/2025,"2.236,50","100,00"
001500,YORK,+,QUESO,"1.899,00","2.064,00","2.270,40","0,25","79,52",26/09/2025,"2.064,00","100,00"
001836,CORTADO,DOBLE,"912,00","2.036,91","2.240,60","0,25","79,77",26/09/2025,"2.036,91","100,00"
001319,CAÑA,MAESTRA,"706,00","1.999,27","2.199,20","0,24","80,01",25/09/2025,"1.999,27","100,00"
000778,PUESTA,DE,SOL,"415,00","1.992,00","2.191,20","0,24","80,25",26/09/2025,"1.992,00","100,00"
000807,LIMONADA,100%,"527,00","1.979,73","2.177,70","0,24","80,49",25/09/2025,"1.979,73","100,00"
001430,BROWNIE,LOTUS,"321,00","1.965,36","2.161,90","0,24","80,73",25/09/2025,"1.965,36","100,00"
000114,SANDWICH,VEGANO,"236,00","1.920,18","2.112,20","0,23","80,96",26/09/2025,"1.920,18","100,00"
001234,VERDEO,BOTELLA,"131,00","1.905,45","2.096,00","0,23","81,19",24/05/2025,"1.905,45","100,00"
000379,LA,CHANCLA,"357,00","1.904,27","2.094,70","0,23","81,42",26/09/2025,"1.904,27","100,00"
001518,TORTILLA,2H,"846,00","1.900,00","2.090,00","0,23","81,65",26/09/2025,"1.900,00","100,00"
001830,PIÑA,COLADA,SIN,"346,00","1.856,82","2.042,50","0,22","81,87",26/09/2025,"1.856,82","100,00"
000397,MOJITO,SIN,"333,00","1.773,41","1.950,75","0,21","82,08",23/09/2025,"1.773,41","100,00"
000630,PACK,ALHAMBRA,"232,00","1.749,41","1.924,35","0,21","82,30",26/09/2025,"1.749,41","100,00"
000708,CELESTE,ROBLE,COPA,"546,00","1.737,27","1.911,00","0,21","82,51",21/06/2025,"1.737,27","100,00"
000896,TARTA,DE,QUESO,"276,00","1.691,05","1.860,15","0,20","82,71",25/09/2025,"1.691,05","100,00"
000232,JUVE,Y,CAMPS,BOTELLA,"80,00","1.672,73","1.840,00","0,20","82,91",18/09/2025,"1.672,73","100,00"
000535,LATTE,MACCHIATO,"605,00","1.660,82","1.826,90","0,20","83,11",26/09/2025,"1.660,82","100,00"
000016,TÓNICA,SCHWEPPES,"3.715,00","1.640,09","1.804,10","0,20","83,31",25/09/2025,"1.640,09","100,00"
000522,MARTIN,MILLERS,"194,00","1.638,91","1.802,80","0,20","83,51",25/09/2025,"1.638,91","100,00"
001754,CLOE,ROSÉ,COPA,"494,00","1.635,86","1.799,45","0,20","83,70",26/09/2025,"1.635,86","100,00"
001813,SUG_2,10.95,"164,00","1.632,55","1.795,80","0,20","83,90",25/09/2025,"1.632,55","100,00"
001811,MALPASTOR,COPA,"519,00","1.626,86","1.789,55","0,20","84,10",22/09/2025,"1.626,86","100,00"
000270,BAILEYS,"321,00","1.605,00","1.765,50","0,19","84,29",24/09/2025,"1.605,00","100,00"
001848,VERMOUTH,GUERRA,"294,00","1.549,36","1.704,30","0,19","84,48",24/09/2025,"1.549,36","100,00"
001807,JAMÓN,SERRANO,"1.692,00","1.534,55","1.688,00","0,19","84,66",26/09/2025,"1.534,55","100,00"
001202,LARIOS,ROSE,"229,00","1.515,00","1.666,50","0,18","84,85",21/09/2025,"1.515,00","100,00"
000378,CARIBEÑO,"310,00","1.487,50","1.636,25","0,18","85,03",25/09/2025,"1.487,50","100,00"
000743,TARTA,DE,ZANAHORIA,"243,00","1.483,36","1.631,70","0,18","85,20",26/09/2025,"1.483,36","100,00"
001755,CLOE,ROSÉ,BOTELLA,"81,00","1.435,91","1.579,50","0,17","85,38",24/09/2025,"1.435,91","100,00"
000011,NESTEA,LIMÓN,"685,00","1.405,95","1.546,55","0,17","85,55",26/09/2025,"-47.229,05","-3.359,22"
001896,PAZOS,BOT,"101,00","1.395,64","1.535,20","0,17","85,72",26/09/2025,"1.395,64","100,00"
001597,San,Miguel,0.0,"487,00","1.386,73","1.525,40","0,17","85,88",26/09/2025,"1.386,73","100,00"
001875,Mar,de,seda,Botella,"127,00","1.385,45","1.524,00","0,17","86,05",25/09/2025,"1.385,45","100,00"
001331,CREPES,"357,00","1.363,09","1.499,40","0,16","86,21",23/09/2025,"1.363,09","100,00"
001752,TINTO,CASA,COPA,"386,00","1.351,00","1.486,10","0,16","86,38",26/09/2025,"1.351,00","100,00"
001463,BOWL,YOGURT,"755,00","1.336,36","1.470,00","0,16","86,54",26/09/2025,"1.336,36","100,00"
001517,REVUELTO,2H,"600,00","1.322,73","1.455,00","0,16","86,70",26/09/2025,"1.322,73","100,00"
000417,BRUGAL,"196,00","1.302,73","1.433,00","0,16","86,86",21/09/2025,"1.302,73","100,00"
000401,VITAMINICO,"262,00","1.289,50","1.418,45","0,16","87,01",26/09/2025,"1.289,50","100,00"
000578,SAN,MIGUEL,ESPECIAL,"448,00","1.278,05","1.405,85","0,15","87,16",25/09/2025,"1.278,05","100,00"
001508,MANTEQUILLA,"2.916,00","1.264,00","1.390,40","0,15","87,32",26/09/2025,"1.264,00","100,00"
001313,MAHOU,SIN,GLUTEN,"378,00","1.245,27","1.369,80","0,15","87,47",23/09/2025,"1.245,27","100,00"
001806,INTEGRAL,"1.142,00","1.242,55","1.366,80","0,15","87,62",26/09/2025,"1.242,55","100,00"
000013,NESTEA,MARACUYÁ,"584,00","1.237,73","1.361,50","0,15","87,77",25/09/2025,"1.237,73","100,00"
001818,SUG_7,15.95,"85,00","1.232,50","1.355,75","0,15","87,92",06/08/2025,"1.232,50","100,00"
001872,62,millas,Copa,"360,00","1.194,55","1.314,00","0,14","88,06",25/09/2025,"1.194,55","100,00"
001444,RADLER,MAHOU,"445,00","1.193,41","1.312,75","0,14","88,20",22/09/2025,"1.193,41","100,00"
000002,FANTA,NARANJA,"687,00","1.192,59","1.311,85","0,14","88,35",26/09/2025,"1.192,59","100,00"
001499,HUEVO,PLANCHA,1H,"1.321,00","1.189,09","1.308,00","0,14","88,49",26/09/2025,"1.189,09","100,00"
001685,ABSOLUT,"175,00","1.187,27","1.306,00","0,14","88,63",20/09/2025,"1.187,27","100,00"
000453,LEGENDARIO,ELIXIR,(7),"162,00","1.178,18","1.296,00","0,14","88,78",21/09/2025,"1.178,18","100,00"
000151,CAFÉ,HIELO,BAYLEIS,"470,00","1.175,00","1.292,50","0,14","88,92",25/09/2025,"1.175,00","100,00"
001814,SUG_3,11.95,"107,00","1.162,41","1.278,65","0,14","89,06",15/06/2025,"1.162,41","100,00"
001343,patatas,extra,"423,00","1.153,64","1.269,00","0,14","89,20",25/09/2025,"1.153,64","100,00"
000155,COLA,CAO,"639,00","1.136,09","1.249,70","0,14","89,33",26/09/2025,"1.136,09","100,00"
000020,AQUARIUS,LIMÓN,"1.648,00","1.131,05","1.244,15","0,14","89,47",26/09/2025,"1.131,05","100,00"
000715,MOJITO,FRESA,SIN,"211,00","1.127,41","1.240,15","0,14","89,61",26/09/2025,"1.127,41","100,00"
000506,BOMBAY,SAPPHIRE,"146,00","1.113,18","1.224,50","0,13","89,74",25/09/2025,"1.113,18","100,00"
000322,JOHNNY,WALKER,RED,"165,00","1.112,73","1.224,00","0,13","89,88",25/09/2025,"1.112,73","100,00"
000515,NORDES,"129,00","1.101,55","1.211,70","0,13","90,01",19/09/2025,"1.101,55","100,00"
000514,HENDRICKS,"113,00","1.062,55","1.168,80","0,13","90,14",20/09/2025,"1.062,55","100,00"
000386,LIMÓN,Y,ALGO,"214,00","1.032,00","1.135,20","0,12","90,26",22/09/2025,"1.032,00","100,00"
000383,CAIPIRIÑA,"135,00","1.031,68","1.134,85","0,12","90,39",19/09/2025,"1.031,68","100,00"
001877,Pazos,Copa,"359,00","1.028,05","1.130,85","0,12","90,51",25/09/2025,"1.028,05","100,00"
001312,COLA,ZERO,ZERO,"628,00","1.023,05","1.125,35","0,12","90,63",26/09/2025,"1.023,05","100,00"
001739,BACON,+,QUESO,"868,00","1.018,73","1.120,60","0,12","90,76",24/09/2025,"1.018,73","100,00"
000318,JOHNNY,WALKER,BLACK,"109,00","987,32","1.086,05","0,12","90,87",20/09/2025,"987,32","100,00"
001740,PAVO+QUESO,"833,00","978,55","1.076,40","0,12","90,99",26/09/2025,"978,55","100,00"
000392,BLODY,MARY,"133,00","961,23","1.057,35","0,12","91,11",25/09/2025,"961,23","100,00"
000385,SAN,FRANCISCO,"181,00","960,23","1.056,25","0,12","91,22",25/09/2025,"960,23","100,00"
000147,SAN,MIGUEL,00,"332,00","938,32","1.032,15","0,11","91,34",31/08/2025,"938,32","100,00"
000851,Pacharan,Otaola,"206,00","936,36","1.133,00","0,11","91,45",21/09/2025,"936,36","100,00"
001243,SOPA,FRIA,"119,00","928,32","1.021,15","0,11","91,56",20/09/2025,"928,32","100,00"
001318,SEIS+SEIS,COPA,"264,00","924,00","1.016,40","0,11","91,67",23/09/2025,"924,00","100,00"
001273,ESPRESSO,MARTINI,"146,00","922,45","1.014,70","0,11","91,79",25/09/2025,"922,45","100,00"
000015,FANTA,LIMÓN,"787,00","900,05","990,05","0,11","91,89",25/09/2025,"900,05","100,00"
000532,ICED,CAFÉ,"221,00","873,95","961,35","0,11","92,00",23/09/2025,"873,95","100,00"
001664,BUDWAISER,"287,00","873,68","961,05","0,11","92,10",26/09/2025,"873,68","100,00"
001684,BALLANTINES,"126,00","853,18","938,50","0,10","92,21",21/09/2025,"853,18","100,00"
000873,TARTA,DE,CHOCOLATE,"136,00","832,68","915,95","0,10","92,31",23/09/2025,"832,68","100,00"
001748,Nº,12,COPA,"261,00","830,45","913,50","0,10","92,41",25/05/2025,"830,45","100,00"
001491,MOLDE,GRUESO,"496,00","810,00","891,00","0,10","92,51",25/09/2025,"810,00","100,00"
001871,Dusky,Sound,Botella,"59,00","804,55","885,00","0,10","92,60",24/09/2025,"804,55","100,00"
001497,GOUDA,"1.117,00","802,91","883,20","0,10","92,70",26/09/2025,"802,91","100,00"
000825,CLARA,LIMON,"383,00","799,38","967,25","0,10","92,80",26/09/2025,"799,38","100,00"
000399,FLY,ME,TO,THE,MOON,"102,00","782,18","860,40","0,09","92,89",25/09/2025,"782,18","100,00"
001288,CERVEZA,HONEST.,"438,00","776,45","854,10","0,09","92,98",25/09/2025,"776,45","100,00"
001746,CLOE,COPA,"232,00","769,82","846,80","0,09","93,08",26/09/2025,"769,82","100,00"
001715,PAVO,"938,00","764,18","840,60","0,09","93,17",26/09/2025,"764,18","100,00"
000396,MORENITO,"160,00","760,50","836,55","0,09","93,26",26/09/2025,"760,50","100,00"
001528,QUESO,FRESCO,"906,00","731,45","804,60","0,09","93,35",26/09/2025,"731,45","100,00"
000783,DETOX,"134,00","728,18","801,00","0,09","93,44",26/09/2025,"728,18","100,00"
000024,AQUARIUS,NARANJA,"343,00","726,68","799,35","0,09","93,53",25/09/2025,"726,68","100,00"
000167,TÉ,CON,LECHE,"263,00","702,64","772,90","0,08","93,61",26/09/2025,"702,64","100,00"
000741,DAIKIRI,FRESA,SIN,"131,00","695,82","765,40","0,08","93,69",26/09/2025,"695,82","100,00"
000732,BLANCO,CASA,COPA,"228,00","694,36","763,80","0,08","93,78",23/06/2025,"694,36","100,00"
001218,MAESTRA,33CL,"188,00","682,05","750,25","0,08","93,86",24/09/2025,"682,05","100,00"
001320,JARRA,MAESTRA,"140,00","673,50","740,85","0,08","93,94",23/09/2025,"673,50","100,00"
001834,SUG_10,18.95,"38,00","654,64","720,10","0,08","94,02",24/09/2025,"654,64","100,00"
000567,BATIDO,DE,CHOCOLATE,"313,00","638,18","702,00","0,08","94,10",25/09/2025,"638,18","100,00"
000324,JACK,DANIELS,"88,00","632,27","695,50","0,08","94,17",23/09/2025,"632,27","100,00"
001673,ALBONDIGAS,VEGANAS,"66,00","630,00","693,00","0,08","94,25",04/05/2025,"630,00","100,00"
001490,SIN,GLUTEN,"347,00","629,09","692,00","0,08","94,33",26/09/2025,"629,09","100,00"
000707,CELESTE,ROBLE,BOTELLA,"37,00","622,27","684,50","0,08","94,40",16/06/2025,"622,27","100,00"
000308,JAMESON,"91,00","612,27","673,50","0,07","94,47",20/09/2025,"612,27","100,00"
001178,BATIDO,DE,CHOCOLATE,"116,00","599,91","659,90","0,07","94,55",20/09/2025,"599,91","100,00"
001516,HUEVO,PLANCHA,2H,"262,00","595,45","655,00","0,07","94,62",26/09/2025,"595,45","100,00"
001747,CLOE,BOTELLA,"33,00","585,00","643,50","0,07","94,69",12/09/2025,"585,00","100,00"
001493,ATÚN,"642,00","579,09","637,00","0,07","94,76",26/09/2025,"579,09","100,00"
001503,TOMATE,"2.132,00","575,73","633,30","0,07","94,83",26/09/2025,"575,73","100,00"
001265,DESCAF.,SOBRE,"286,00","563,36","619,70","0,07","94,90",24/09/2025,"563,36","100,00"
001177,ZUMO,DE,TEMPORADA,"116,00","547,50","602,25","0,07","94,96",21/09/2025,"547,50","100,00"
001287,COMBINADOS,HONEST.,"129,00","539,45","593,40","0,07","95,03",25/09/2025,"539,45","100,00"
001666,FRANZISKANER,"137,00","536,95","590,65","0,06","95,09",24/09/2025,"536,95","100,00"
001604,MACALLAN,12,"37,00","514,05","565,45","0,06","95,15",14/09/2025,"514,05","100,00"
001775,"SEAGRAMS,0,0","81,00","513,59","564,95","0,06","95,22",20/09/2025,"513,59","100,00"
000157,MENTA,POLEO,"225,00","504,55","555,00","0,06","95,28",25/09/2025,"504,55","100,00"
000529,LATTE,MACCHIATO,ACARAMELADO,"158,00","502,64","552,90","0,06","95,34",26/09/2025,"502,64","100,00"
001269,BATIDO,DE,VAINILLA,"96,00","501,55","551,70","0,06","95,40",21/09/2025,"501,55","100,00"
000159,MANZANILLA,"221,00","500,00","550,00","0,06","95,46",21/09/2025,"500,00","100,00"
000547,ZUMO,DE,PIÑA,"246,00","485,36","533,90","0,06","95,52",24/09/2025,"485,36","100,00"
001784,TORTILLA,1H,"352,00","474,55","522,00","0,06","95,57",26/09/2025,"474,55","100,00"
000719,GOFRE,DE,AZUCAR,"124,00","473,45","520,80","0,06","95,63",25/09/2025,"473,45","100,00"
000892,BOTANI,ESPUMOSO,"27,00","466,36","513,00","0,06","95,69",21/09/2025,"466,36","100,00"
001744,SAN,VALENTIN,COPA,"153,00","466,09","512,70","0,06","95,74",24/08/2025,"466,09","100,00"
001317,BOTELLA,SEIS+SEIS,"23,00","460,00","506,00","0,06","95,80",10/09/2025,"460,00","100,00"
001420,SEVEN,UP,"527,00","459,36","505,30","0,06","95,85",25/09/2025,"459,36","100,00"
000319,J&B,"69,00","457,73","503,50","0,06","95,91",14/09/2025,"457,73","100,00"
001354,TARTA,DE,SNIKER,"73,00","448,95","493,85","0,05","95,96",24/09/2025,"448,95","100,00"
001621,COPA,BOTANI,ESPUMOSO,"126,00","446,73","491,40","0,05","96,02",26/09/2025,"446,73","100,00"
000400,TOM,COLLINS,"58,00","440,68","484,75","0,05","96,07",19/09/2025,"440,68","100,00"
001742,GODELLO,COPA,"130,00","431,36","474,50","0,05","96,12",18/06/2025,"431,36","100,00"
000446,BACARDI,"63,00","415,05","456,55","0,05","96,17",22/09/2025,"415,05","100,00"
001801,BURGUER,VEGANA,"48,00","414,55","456,00","0,05","96,22",21/04/2025,"414,55","100,00"
001270,BATIDO,DE,FRESA,"79,00","412,45","453,70","0,05","96,27",23/09/2025,"412,45","100,00"
000595,BROCKMANS,"43,00","410,05","451,05","0,05","96,32",20/09/2025,"410,05","100,00"
001289,HONEST.,REFRES./,ZUMOS,/AGUA,"300,00","407,73","448,50","0,05","96,37",25/09/2025,"407,73","100,00"
001870,Dusky,Sound,copa,"128,00","407,27","448,00","0,05","96,42",26/09/2025,"407,27","100,00"
000302,WHITE,LABEL,"59,00","397,73","437,50","0,05","96,47",23/09/2025,"397,73","100,00"
001214,PAN,"622,00","395,82","435,40","0,05","96,52",26/09/2025,"395,82","100,00"
001885,Negroni,"58,00","395,45","435,00","0,05","96,56",23/09/2025,"395,45","100,00"
001498,LOMO,AL,HORNO,"387,00","386,00","424,60","0,05","96,61",25/09/2025,"386,00","100,00"
000175,CARAJILLO,"150,00","384,91","423,40","0,05","96,66",26/09/2025,"384,91","100,00"
000306,DYC,8,"56,00","371,82","409,00","0,04","96,70",22/09/2025,"371,82","100,00"
000283,TEQUILA,JOSE,CUERVO,"58,00","371,82","409,00","0,04","96,75",10/08/2025,"371,82","100,00"
000266,AMARETTO,"71,00","368,64","405,50","0,04","96,79",24/09/2025,"368,64","100,00"
001662,STELLA,ARTOIS,"135,00","362,05","398,25","0,04","96,83",22/09/2025,"362,05","100,00"
